Tool1; Square0
Square0.000049
x; z;
0.030506; 0.206200
0.030506; 0.206200
0.030073; 0.208185
0.029673; 0.210209
0.027518; 0.209240
0.025974; 0.208759
0.024490; 0.208120
0.023002; 0.207252
0.021801; 0.206004
0.021769; 0.206006
0.021839; 0.207012
0.021943; 0.208992
0.022068; 0.211375
0.022130; 0.212566
0.022362; 0.213748
0.023407; 0.214706
0.024148; 0.214848
0.026033; 0.214848
0.027917; 0.214848
0.029303; 0.214290
0.029917; 0.212944
0.030068; 0.211214
0.030305; 0.208500
0.030305; 0.208500
Tool2; Square0
Square- 0.000425
x; z;
0.000000; 0.118818
0.000000; 0.118818
0.006803; 0.118817
0.010447; 0.118815
0.014185; 0.118957
0.016103; 0.119180
0.018060; 0.119950
0.018422; 0.121616
0.018422; 0.121616
0.018306; 0.118268
0.018173; 0.114460
0.018040; 0.110652
0.017922; 0.107272
0.017803; 0.103891
0.017686; 0.100511
0.017626; 0.098821
0.017567; 0.097130
0.017227; 0.096082
0.016382; 0.095373
0.015307; 0.095200
0.013695; 0.095200
0.012083; 0.095200
0.007988; 0.095200
0.003892; 0.095200
0.000000; 0.095200
0.000000; 0.095200
